id,nome,indirizzo,orario,telefono,sito_web,commenti,forum,posizione/type,posizione/coordinate/0,posizione/coordinate/1,verificato/nome,verificato/link,description,Orari di apertura,Orario, telefono,Orario di visita,e-mail
UxxG1cO,Farmacia S. Rosa," Via Dante Di Nanni, 42, 10139 Torino TO"," da lunedì a venerdì: 8.30-12.30 / 15.00-19.30
sabato e domenica: chiuso", 011 433 6417,, Segnalazione del 2019. Personale molto disponibile vendono la pillola del giorno dopo e forniscono indicazioni dettagliate,,Point,7.652294039726258,45.06818636678991,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
sZe1Ea3,Farmacia Sacro Cuore," Piazza Principe di Camporeale 6/E, 90138 Palermo (PA)", lun-sab 08:30-21:30 dom 08:30-13:30, 091214137, ," (2016) In pieno periodo di esame di maturità avevo avuto un rapporto non protetto. In preda all'ansia mi reco in questa farmacia con la mia migliore amica. Arrivato il nostro turno parliamo con un farmacista abbastanza giovane e disponibile, gli spiego la situazione e i miei dubbi e dopo un paio di minuti, dopo aver visionato il mio documento d'identità, mi fornisce EllaOne. 
Unico appunto: non so se tutti i farmacisti dello staff siano disponibili tanto quanto la persona che mi ha servita.",,Point,13.342149853706362,38.1188374286272,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
Xra301A,Farmacia Sacro Cuore di Dott.Ssa Federica Benedetti," Via Roma 1, 31037 Loria (TV)", lun-ven 08:30-13:00 15:30-19:30 sab 08:30-13:00 dom Chiuso, 0423485350, https://www.farmaciasacrocuoresnc.com/, (2018) La titolare della farmacia si dichiara obiettrice,,Point,11.865942478179933,45.729146125661515,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
XuQd0D3,Farmacia Saettone," Via Pietro Paleocapa, 147r, Savona SV", da lunedì a domenica 24h, 019 829803, farmaciasaettone.com, Segnalazione del 2019. Mi hanno venduto la pillola del giorno dopo senza problemi.,,Point,8.478435873985292,44.308349331590286,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
0m5C30W,Farmacia Saltarelli," Via di Acqua Bullicante 202E, 00177 Roma (RM)", lun-dom 07:00-24:00, 0624401239, , (2019) Farmacista discreto e rassicurante mi ha venduto il farmaco chiedendo esclusivamente il documento d’identità.,,Point,12.543066143989563,41.88743860794309,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
dQFwvic,Farmacia Salvi," Via Zeffirino Re 6, 47521 Cesena (FC)", lun-ven 08:30-12:30 15:30-19:30 gio 08:30-12:30 dom Chiuso, 054721474, , Mi ha prescitto la pillola del giorno dopo senza nessun problema. Il personale è stato molto gentile e a modo.,,Point,12.242889404296877,44.13715413273775,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
XQLCXtd,Farmacia Salvioni,, lun-sab 08-20, 050-3138224,, Vende la pillola del giorno dopo,,Point,10.401976704597475,43.71828754099148,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
JEo5piK,Farmacia San Camillo," Via Benedetto Giovanelli 5, 38122 Trento (TN)",  lun-ven 08:30-12:15 15:00-19:00 sab 08:30-12:15  , 0461238869, https://www.farcomtrento.com/farmacia-san-camillo/," (2019) La settimana scorsa ho avuto necessità di acquistare la pillola del giorno dopo. Mi trovavo a Trento e mi sono rivolta a questa farmacia. Mi sono trovata molto bene, la farmacista che mi ha servito è stata estremamente professionale e gentile, mi sono sentita a mio agio.",,Point,11.132009625434875,46.065522854935246,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
3TSk5zV,Farmacia San Carlo," Via Statale 50, 44047 San Carlo (FE)", lun–ven 8:30–12:30 15:30–19:30 sabato 8:30–12:30 dom Chiuso, 0532845588, http://www.farmaciasancarlo.org/," In seguito ad un disguido mi sono rivolta a loro per la pillola del giorno dopo Norlevo. È la mia farmacia di fiducia a cui mi rivolgo normalmente e come sempre sono risultati gentili, capaci e professionali. Mi sono state date tutte le spiegazioni e fatte solo domande di routine per indicarmi il farmaco più adatto. Davvero una farmacia competente anche in questo settore.",,Point,11.41307294368744,44.80131160366051,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
jd9j8xk,Farmacia San Cristoforo," Via Plebiscito, 329, 95121 Catania CT"," lun-sab 08:30–13:30, 16–00
dom 08:30–13:30, 19–00", 095 340264,," Pillola del giorno dopo: disponibile
Pillola del giorno dopo: ?
""La farmacista è stata molto gentile e mi ha anche dato l'indirizzo della guardia medica per la liberatoria, è stata molto discreta, c'era altra gente ma ha praticamente fatto in modo che la sentissi solo io. La farmacia è aperta 24h.""",,Point,15.080054998397829,37.49856329210499,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
zdacmuY,Farmacia San Gabriele," Via Nomentana 564, 00141 Roma (RM)", 24h, 06 86897306, https://www.farmaciasangabriele.it/, (2019) Una mia amica aveva bisogno della pillola del giorno dopo. La farmacista gliel'ha venduta dopo aver visto il documento e le ha anche chiesto se sapesse come funzionava.,,Point,12.539327144622805,41.93672436402058,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
wKMP3uY,Farmacia San Giorgio," Via Ferruccio Garavaglia 6/B, 40127 Bologna (BO)", lun-ven 08:30-19:30 sab 09:30-19:30 dom Chiuso  , 051503783, https://www.farmaciasangiorgiobologna.it/," (2020) Farmacista gentile e discreta, alla fine mi ha detto “oggi se puoi stai tranquilla sul divano, mangiati un gelato e guarda un bel film”. È stata molto carina, essendo una signora di una certa età inizialmente non mi aspettavo questa discrezione ed empatia.",,Point,11.365790963172914,44.5056229362681,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
qAv15tl,Farmacia San Giovanni," Piazza San Giovanni, 6A, 21052, Busto Arsizio"," 09–12:30, 15–19:30", 0331 631633,," (1) Ho telefonato e mi è stato detto che avevano la pillola del giorno dopo, ma quando ho chiesto se potevo passare a prenderla in qualsiasi momento o se c'erano obbiettori mi è stato risposto ""ah, questo non glielo so dire"". La farmacista è poi stata scortese e ha riattaccato senza salutare. Possibile che davvero non lo sapesse, visto che lì lavorano 3-4 persone?
(2) Io sono andata spesso là e posso dire che il personale è davvero gentile, una volta ho avuto un problema serio e mi hanno pure regalato il prodotto da usare per risolverlo! Non saprei proprio chi abbia risposto, ma io non mi sono trovata mai male!",,Point,8.851858377456667,45.611568312336935,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
CjC7EMw,Farmacia San Lazzaro," Corso Casale 183, 14100 Asti (AT)", lun-ven 8:30-12:45 14:30-20:00 sab 8:30-12:45 15:00-19:30 dom Chiuso, 0141274238 , http://www.farmaciasanlazzaro.it/," (2007) Quando avevo 19 anni, mi recai in questa farmacia (una delle poche di turno la domenica) per acquistare la pillola del giorno dopo, tuttavia la giovane farmacista mi rispose che ""non trattavano quel prodotto"" e vedendomi nel panico con aria dispiaciuta per aiutarmi mi indicò un'altra farmacia cittadina aperta di turno in cui era sicura avrei potuto trovare la pillola del giorno dopo.
IMPORTANTE: Ho inviato alla farmacia un'email per chiedere se vendono la pillola del giorno dopo e la loro risposto è stata: “Buongiorno, la pillola è vendibile in farmacia senza obbligo di ricetta per le donne maggiorenni e per le ragazze minorenni con una ricetta non ripetibile, grazie e buongiorno”. Magari nel frattempo hanno cambiato politica. Da come mi hanno risposto sembra ora non ci siano problemi ad acquistare da loro. Spero che altre astigiane si facciano sentire. Io ora non vivendo più lì non posso andare a controllare purtroppo.",,Point,8.219468593597414,44.91040476432261,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
dtfU3H6,Farmacia San Leopoldo della Dott.ssa Cinzia Ortolani e c.s.a.s.," Piazza Trattati di Roma, 1, 47039 Savignano sul Rubicone FC", da lunedì a domenica 08:30–20, 0541 348778,," Segnalazione del 2019. E' aperta tutti i giorni compresa la domenica, io personalmente mi sono sempre trovata bene con tutto il personale: cortese e formato. L'ultima volta mi sono recata per ricorrere ad un contraccettivo di emergenza e la farmacista di turno è stata subito molto premurosa: ha chiesto anche telefonicamente un secondo parere ad una collega, prima di prescrivermi il farmaco. Non è stata per niente giudicante, anzi mi ha rassicurato e illustrato quali sarebbero stati i possibili effetti collaterali dopo l'assunzione. Esperienza totalmente positiva.",,Point,12.429946660995485,44.152320822066635,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
GS1cyvv,Farmacia San Lorenzo," Via Ugo Bassi 25, 40121 Bologna (BO) ", lun-sab 8:30-19:30 dom Chiuso, 051238275,, Mi hanno venduto Norlevo senza problemi.,,Point,11.338030099868774,44.495740045492575,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
mZn9ZXz,Farmacia San Lorenzo," Via dei Sabelli 84, 00185 Roma (RM)", lun-ven 08:30-13:00 16:00-19:30 sab 08:30-13:00 dom Chiuso, 06490237, http://www.farmaciasanlorenzoroma.it/, (2019) Mi hanno venduto la pillola del giorno dopo senza problemi dopo avermi chiesto la carta d'identità,,Point,12.514860033988954,41.89662718293124,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
BFljLfP,Farmacia San Luigi," Via Umberto Felluga 46, 34142 Trieste (TS)", lun-ven 08:30-13:00 16:00-19:30 sab 08:30-13:00 dom Chiuso, 040390280,," (2018) Da una mappatura effettuata da Non Una di Meno - Trieste, risulta che la farmacia è provvista della pillola del giorno dopo",,Point,13.796076178550722,45.64749086269277,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
eM3FtdV,Farmacia San Marco,"  Via Giandomenico Tacco 6, 34144 Trieste (TS)", lun-ven 08:30-13:00 16:00-19:30 sab 08:30-12:30 dom Chiuso, 040772605,," (2018) Da una mappatura effettuata da Non Una di Meno - Trieste, risulta che la farmacia è provvista della pillola del giorno dopo",,Point,13.774956464767458,45.64044771618124,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
zrNvhM5,Farmacia San Patrizio," Corso Alessandro Manzoni 1, 27100 Pavia (PV)", lun-ven 08:30–19:30 sab 08:30–13:00 15:30-19:30 dom Chiuso, 038221189, https://farmacia-san-patrizio.business.site/," (2019) Avevo bisogno della pillola dei 5 giorni dopo. Ho chiamato e mi hanno spiegato che essendo maggiorenne potevo andare a comperarla senza ricetta medica. Quando sono andata ad acquistarla, la farmacista alla quale ho chiesto informazioni (ero al terzo giorno dal rapporto con coito interrotto e non sapevo se fosse meglio quella dei 5 o del giorno dopo che copre sino a 72 ore) me le ha offerte senza problemi e così con lo stesso spirito mi ha venduto la pillola.",,Point,9.146450757980348,45.18730372926753,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
pSSKCa1,Farmacia San Pio," Corso Roma 114, 71013 San Giovanni Rotondo (FG)", lun-sab 8:30-13:00 16:30-20:00 dom Chiuso, 0882412541,," (2020) A maggio di quest'anno, ho richiesto la pillola del giorno dopo e la farmacista è stata gentile e discreta, chiedendomi solo il codice fiscale. Mi ha anche suggerito il tipo di pillola da assumere (quella del giorno dopo o dei 5 giorni dopo, in base alla data del rapporto non protetto). Mi è sembrato di acquistare un antidolorifico, com'è normale che sia.",,Point,15.725630521774294,41.70399836543248,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
mf1Wd5i,Farmacia San Polo," San Polo, 30100 Venezia (VE)", lun Chiuso mar-sab 9:00-13:00 15:30-19:30 dom 9:00-12:45, 0415223527, http://www.farmaciaburati.it, Vendono la pillola del giorno dopo. Mi hanno solo detto che dovevo mostrare la carta d'identità per accertare la maggiore età.,,Point,12.330168485641481,45.43714003462989,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
YkXfMsm,Farmacia San Salvario," Via Madama Cristina 14, 10125 Torino (TO)", lun-dom 08:30-19:30, 0116690623,, (2020) Mi serviva la pillola dei cinque giorni dopo Ellaone e me l'hanno data tranquillamente dopo essersi accertati che fossi maggiorenne.,,Point,7.6831233501434335,45.05826290164025,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
qfG8y6a,Farmacia San Vittore," Piazza S. Vittore, 16,  Rho (MI)","da lunedì a sabato 08:30-13 15-19:30
domenica: chiuso", 029302241,," (2019) Sabato sera mi sono accorta di aver lasciato la pillola che prendevo a casa, e non facevo in tempo a tornare a prenderla. Cercate le farmacie di turno aperte vicino casa dei miei genitori, mi sono recata alla prima farmacia in centro chiedendo (e spiegando) se potevano darmi la pillola in questione (la ricetta mi era scaduta da un giorno e quella nuova l'avevo lasciata a casa in provincia di Como). La farmacista, gentilissima, ha controllato se l'avevano in magazzino, con esito negativo, e mi aveva suggerito altre due tipi di pillole molto simili alle mie. Non sapendo se poteva avere effetti collaterali, ho detto che avrei preferito prendere la mia che uso da anni, e nel caso non l'avessero avuta nella farmacia di fronte, sarei tornata a prenderne una di quelle che mi aveva suggerito. ",,Point,9.042102098464968,45.529046223477714,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
7BOYsb9,Farmacia Sansovino," Via Sansovino 1, 20133 Milano (MI)", lun-ven 08:00-22:00 sab  08:30-21:00 dom  09:00-13:00 15:00-20:00, 0229514393,," Ho potuto acquistare EllaOne senza problemi con la stessa facilità con cui avrei comprato dell'aspirina, proprio come dovrebbe essere ovunque.",,Point,9.217395186424257,45.47924156772784,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
SwlII14,Farmacia Sant'Agata," Via A. e M. Roncoroni, 35, 22077 Olgiate Comasco (CO)", lun-sab 8:30-19:30 dom Chiuso, 031945336, http://www.farmaciasagata.it/," (2019) Mi è capitato di dover andare a chiedere la pillola del giorno dopo e non c'è stato alcun problema. L'ho chiesta, ho pagato e sono uscita.",,Point,8.966254591941835,45.78460661123276,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
PVwB1KZ,Farmacia Sant'Elena," Via Plinio 43, 74121 Taranto (TA)", lun-ven 09:00-13:00 16:30-20:00 sab 09:00-13:00 dom Chiuso , 0997351968,," (2018) Ho dovuto richiedere la EllaOne durante il turno notturno, mi è stata data senza alcun problema.",,Point,17.260154485702518,40.46253986421321,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
f99pQvb,Farmacia Sant'Isaia," Via Sant'Isaia 2, 40123 Bologna (BO)", lun-ven 08:30-19:30 sab 09:00-13:00 15:30-19:30 Domenica Solo per Turno, 051333285, http://www.farmaciasantisaia.it/, (2018) Una mia amica ha preso la pillola del giorno dopo senza alcun problema.,,Point,11.335653662681581,44.49317243892861,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
l9ZNq9q,Farmacia Sant'Isaia," Via Sant'Isaia 2, 40123 Bologna (BO)", lun-ven 08:30-19:30 sab 09:00-13:00 15:30-19:30 Domenica Solo per Turno, 051333285, http://www.farmaciasantisaia.it/, (2018) Una mia amica ha preso la pillola del giorno dopo senza alcun problema.,,Point,11.335653662681581,44.49317243892861,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
riqXcla,Farmacia Santa Chiara," Viale Margherita 101, 36100 Vicenza (VI)", lun-ven 08:20-19:30 lun-sab 08:20-13:00 15:00-19:00 dom Chiuso, 0444544812, ," (2018) Ho avuto necessità della pillola del giorno dopo causa rottura del preservativo. Mi è stata consegnata la pillola e date tutte le istruzioni necessarie all'assunzione da una giovane farmacista sorridente e molto disponibile. Mi è stato solo chiesto quando avevo avuto il ciclo l'ultima volta, ma considerato che sono molto irregolare, anche la farmacista mi ha consigliato di prenderla. Gentilissima e davvero di supporto.",,Point,11.553331017494203,45.54234431974068,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
UycQAvK,Farmacia Santa Maria,"  Viale Tiberina 62, 06059 Todi PG", lun-ven 09:00-13:00 16:00-19:30 sab 09:00-23:59 dom 00:00-23:59, 0758942326,, Mai fatte storie per darti un contraccettivo d'emergenza.,,Point,12.428653836250305,42.773491120255954,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
8YkPx99,Farmacia Santa Maria Nascente," Via Pergine 2, 20148 Milano (MI)", lun-ven 08:30-13:00 15:30-19:45 sab 8:30-13:00 15:30-18:45 dom Chiuso, 0239217299, http://www.farmaciasantamarianascente.com/," (Giugno 2020) Mi sono recata in questa famracia per acquistare la pillola del giorno dopo, su consiglio della mia ginecologa. Quando ho chiesto alla farmacista il farmaco, indicandone un tipo specifico, mi ha detto che non lo aveva. Convinta che si riferisse a quella specifica marca ho insistito chiedendo se ne avessero uno equivalente e mi è stato risposto: ""Non vendiamo queste cose, deve andare in un'altra farmacia, non le teniamo"" guardandomi anche con disappunto e dispiacere, come se le avessi chiesto qualcosa di brutto. Inoltre mi ha anche chiesto se avessi avuto un rapporto non protetto, cosa che non ero tenuta a dirle, soprattutto considerando che non aveva intenzione di vendermela. Sapevo che si trattava della violazione di un diritto ma sul momento mi ha colta talmente alla sprovvista che non ho detto niente e sono uscita.

Ero già al secondo giorno dopo un rapporto a rischio e dopo questo rifiuto le farmacie erano chiuse, essendo sera. Per me è significato aspettare un giorno in più e ridurre drasticamente le probabilità del funzionomento della pillola, cosa che mi ha di fatto costretta ad acquistarne una decisamente più costosa e con un principio attivo diverso. ",,Point,9.137561917304994,45.48719627467095,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
KERehNV,Farmacia Santa Marta," Via Nicola Fabrizi 102, 10145 Torino (TO)", lun-sab  08:00-19:30 dom Chiuso, 011740708, http://www.farmaciasantamarta.it/," . Essendo la farmacia dove acquisto abitualmente i farmaci ho chiesto se vendessero la pillola del giorno dopo. Il farmacista mi ha risposto che la vendono e ha aggiunto che non serviva la ricetta, mi ha poi anche spiegato molto gentilmente la normativa.",,Point,7.643169164657594,45.081221794916914,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
hRhbPcs,Farmacia Santo Stefano," Via Roma 104, 16033 Lavagna (GE)"," Inverno lun-dom 08:00-20:00
Estate (giu-lug-ago) lun-dom 08:00-22:00", 0185392830, https://www.farmaciasantostefano.com/," (2020) Sono entrata in farmacia già pronta a battagliare e invece ho trovato una persona gentilissima, che mi ha fornito il farmaco e spiegato bene tutto quanto. ",,Point,9.346774220466616,44.30913242708195,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
Wel8sMG,Farmacia Saracino," Corso Vittorio Emanuele II 92, 84014 Nocera Inferiore (SA)", lun 00:00-13:00 16:30-20:00 mar-ven 08:30-13:00 16:30-20:00 sab 20:00-24:00 dom 00:00-08:30 20:00-24:00, 0815177844, http://www.ilciceronedinocera.it/pages/farmacia-del-corso-dottsa-saracino-maddalena, Non dà per scelta nessuna pillola anticoncezionale d'emergenza dichiarandosi farmacia obiettrice.,,Point,14.637538790702822,40.74280666503313,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
9WEMXZe,Farmacia Sarappa s.n.c.," Via del Tonale e della Mendola, 77, 24060 Endine Gaiano BG","  
da lunedì a venerdì: 08:30–12:30 15:30–19:30
sabato  08:30–12:30
domenica chiuso", 035 825103,," segnalazione del 2019. Qualche giorno fa ho comprato da loro la pillola delle 48 ore dopo. Sono stati gentilissimi, mi hanno dato tutte le informazioni possibili e fatto domande attinenti alla situazione.",,Point,9.979480504989626,45.79071145534779,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
98DxjfK,Farmacia Savonarola," Piazzale Mazzini 29, 35137 Padova (PD)", lun-ven 08:30-13:00 15:45-19:30 sab 09:00-12:45 dom Chiuso, 0498718820, https://www.farmaciasavonarola.it/," (2019) Sono entrata a chiedere la pillola del giorno dopo e la dottoressa ha abbassato subito il tono di voce per rispettare la mia privacy, mi ha chiesto un documento e mi ha fornito la pillola senza problemi. Dopodiché mi ha dato tutte le spiegazioni del caso, sempre gentilmente e con professionalità.",,Point,11.873688697814943,45.41509654005195,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
moUHZiz,Farmacia Scabbio Dottor Lorena,"  Via A. Pigafetta, 12, 30021 Caorle VE","
Lunedì 09:00 - 12:30 15:30 - 19:00
Martedì 09:00 - 12:30 15:30 - 19:00
Mercoledì 09:00 - 12:30 15:30 - 19:00
Giovedì 09:00 - 12:30 15:30 - 19:00
Venerdì 09:00 - 12:30 15:30 - 19:00
Sabato 09:00 - 12:30
Domenica chiuso", 0421 260060, www.farmaciascabbio.it, Pillola del giorno dopo disponibile.,,Point,12.85452425479889,45.589157583228506,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
uOvMHw5,Farmacia Schiavone," Via Regina Margherita 48, 74123 Taranto (TA)", lun-ven 09:00-13:00 	17:00-20:30 sab-dom Chiuso, 0994521904, , (2017) È una farmacia notturna e l'urgenza si verificò in tarda serata. Senza problemi ho chiesto la pillola e me l'hanno data in completo anonimato avendo solo citofonato.  ,,Point,17.236958742141727,40.472510014656,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
eOzstWc,Farmacia Schioppa," Via Alcide De Gasperi 4, 81014 Capriati A Volturno (CE)", lun-sab 09:00-13:00 16:00-20:00 dom Chiuso, 0823944344, http://www.farmaciaschioppa.it/Asp/Home.asp?IE=NO, Nessun obiettore nella mia farmacia e mai ci saranno!,,Point,14.14542853832245,41.4668816267369,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
CpPyD7A,Farmacia Schlich," Via Crispi 12, 09124 Cagliari (CA)", lun-ven 8:30-14:00 16:00-20:10 sab 9:00-13:00 17:00-19:30, 070656650, http://www.farmaciaschlich.it/, La farmacia ha fornito la pillola del giorno dopo comportandosi in modo corretto.,,Point,9.108615517616274,39.21667766041362,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
joX8x0g,Farmacia Sena ," Piazza Carlo Mustacchio 1, 84025 Eboli (SA)", lun-ven 08:30-13:00 16:30-20:00 sab 08:30-13:00 dom Chiuso , 0828367010, ," Alla richiesta di un contraccettivo d'emergenza, i farmacisti hanno risposto telefonicamente nel seguente modo: ""Non siamo obiettori ma non la vendiamo per scelta""",,Point,15.051612854003908,40.61361037562126,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
lmK4Ul0,Farmacia Sensini," Località Ponterio 84/H, 06059 Todi PG", lun-sab 8:30-13:00 16:00-20:00 dom Chiuso, 0758987453, http://farmaciasensini.com/, All'occorrenza ha subito fornito la pillola EllaOne senza problemi.,,Point,12.40933656692505,42.8010372155533,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
WHARGXF,Farmacia Smeraldo,"  Viale Monte Grappa 7, 20124 Milano (MI) ", lun-ven 9:00-19:30 sab  9:00-13:00 14:30-18:30, 026599871 , ," Mi hanno dato la pillola del giorno dopo senza alcun problema senza ricetta, sono stati super carini",,Point,9.188969135284426,45.48063325236498,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
hr7v8kn,Farmacia Spaccanapoli," Piazzetta Nilo 1, 80134 Napoli (NA)", lun-dom 08:00-21:00  , 0815520644,, (2019) La farmacista è stata molto gentile e mi ha dato la pillola del giorno dopo dopo avermi chiesto solo se si ero maggiorenne (non mi ha chiesto nemmeno il documento).,,Point,14.255372285842897,40.84849279959124,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
4Jlv2bY,Farmacia Spagnoletti," Via Molise 78, 86039 Termoli (CB)", lun-gio sab 8:30-13:00 16:30-20:00 ven-dom Chiuso, 0875703846,, (2020) Ho richiesto la pillola del giorno dopo e sono stati gentilissimi e professionali. L'ho acquistata senza alcun problema! Alla richiesta della pillola del giorno dopo la farmacista non ha battuto ciglio e non ho avvertito nessun tipo di imbarazzo. Ha chiesto giusto un documento di riconoscimento e senza ricetta ha fornito subito la pillola.,,Point,14.990099072456362,41.99914512771254,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
zIjWyk6,Farmacia Spano," Via Roma 99, 09124 Cagliari (CA)",  lun-ven 09:00-13:00 16:30-19:30 sab-dom Chiuso, 070655683, , La farmacia ha fornito la pillola del giorno dopo comportandosi in modo corretto.,,Point,9.1122043132782,39.214229651800366,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
kEwKdwt,Farmacia Sparano," Via Cervinia 24, 84012 Angri (SA)", lun-ven 9:00-13:00 16:30-20:30 mar-sab-dom Chiusa, 0815135896, , La farmacista è stata gentilissima ma non aveva EllaOne disponibile. Voleva darmene un'altra ma io cercavo proprio quella così mi ha consigliato di andare altrove ed eventualmente tornare da lei in caso non avessi trovato quella dei 5 giorni e mi avrebbe dato quella del giorno dopo.,,Point,14.574490785598757,40.7396607954627,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
y6GPdRV,Farmacia Sponza ," Via Lionello Stock 9, 34135 Trieste (TS)", lun-ven 8:30-19:30 sab 8:30-13:00 dom Chiuso, 040 414304, http://www.farmaciasponza.it/," (1) Non vende la pillola dei giorno dopo e nemmeno i preservativi.
(2) Da una mappatura effettuata da Non Una di Meno - Trieste, risulta che la farmacia non è provvista della pillola del giorno dopo",,Point,13.771126270294191,45.66506486361396,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
RyEWumf,Farmacia Stadio," Viale Aldo Moro 4, 89128 Reggio Calabria (RC)", lun-ven 08:30–13 16:30–20 sab-dom Chiuso, 096554552 ,," Sono entrata per chiedere la pillola del giorno dopo e mi è stato detto che serve la ricetta. Io so che non è così, ho sottolineato che ero maggiorenne e che in altre farmacie la danno. Un medico, che non penso lavori li perché non era dall'altro lato del bancone, mi ha risposto di andare altrove mentre assieme a tutti gli altri mi guardava con aria di sufficienza. Hanno poi continuato dicendomi che sono ormoni e che senza ricetta non si dà una pillola del genere.",,Point,15.63510596752167,38.090091121985594,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
ocS5UI7,Farmacia Statuto," Via dello Statuto 21/R, 50129 Firenze (FI)", lun-ven 09:00-13:00 15:30-20:00 sab 09:00-13:00 dom Chiuso, 055483076, http://farmaciastatuto.docinforma.it/, (2020) Mi sono recata in questa farmacia dove mi vendono Norlevo soltanto chiedendomi il documento per dimostrare la maggiore età.,,Point,11.250364780426027,43.78615285261544,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
IH3Lp84,Farmacia Stazione Centrale," Milano Centrale, Piazza Duca d'Aosta 1, 20125 Milano (MI)", lun-dom 07:00-22:00, 026690735, http://www.milanocentrale.it/it/servizi/detail/farmacia," Non hanno chiesto un documento perché si vedeva che io e una mia amica eravamo ampiamente maggiorenni. Hanno portato la Ellaone e alla mia domanda sul perché non proponesse la Norlevo visto che eravamo entro le 12 ore, il farmacista mi fa ""È molto più sicura, si fidi..."".",,Point,9.204010963439943,45.48614323376523,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
xDdxGUo,Farmacia Stazione Porta Genova," Piazzale Stazione Genova 5/3, 20144 Milano (MI)", 24h, 0258101634,," (2019)  In due occasioni ho dovuto ricorrere alla contraccezione di emergenza. La prima volta il farmacista è stato molto gentile e, vedendomi visibilmente preoccupata, ha anche cercato di tirarmi su il morale con qualche battuta. La seconda volta un altro farmacista si è limitato a chiedermi il documento e a vendermi la pillola, non è stato molto loquace ma non ha neanche fatto storie.",,Point,9.170274138450624,45.45294355311055,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
gjQFrQJ,Farmacia Stefanini ," Via Aurelia Sud 173/A, 54100 Massa (MS)", lun-sab 8:30-12:30	 15:30-19:30 ven 08:30-23:59 dom Chiuso, 058544745,, (2017) Dal sopralluogo effettuato dal collettivo femminista Kira Amelia Lalli di Massa è emerso che la farmacia non è obiettrice e fornisce l'accesso alla pillola del giorno dopo.,,Point,10.147590637207033,44.022620156213314,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
mDUP8AR,Farmacia Terrone," Piazza F. Patellani - Centro Comm.le I Macinanti, Valmontone (RM)",,069590140,http://www.farmaciemedici.it/farmacie/rm/valmontone/farmacia-terrone/, Non vendono la pillola dei 5 giorni dopo. Non si sono dichiarati esplicitamente obiettori.,,Point,12.917754650115969,41.770927598483546,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
